Class Name,Department,Catalog Number,Section Type,Section Number,Class Number,Open Seats,Total Seats,Percent,Timestamp
Art of the Interview,PUBPOL,364S,SEM,01,3070,4,12,66.66666666666666,6/27/2021 6:34:49 PM
Video Journalism,PUBPOL,365S,SEM,01,3072,0,6,100.0,6/27/2021 6:34:51 PM
Video Journalism,PUBPOL,365S,SEM,02,3075,0,6,100.0,6/27/2021 6:34:53 PM
News Writing and Reporting,PUBPOL,367S,SEM,01,3078,0,8,100.0,6/27/2021 6:34:56 PM
News Writing and Reporting,PUBPOL,367S,SEM,02,3079,3,4,25.0,6/27/2021 6:34:58 PM
News as a Moral Battleground,PUBPOL,371,Lecture,01,3080,0,15,100.0,6/27/2021 6:35:01 PM
News as a Moral Battleground,PUBPOL,371,Lecture,02,3084,1,10,90.0,6/27/2021 6:35:03 PM
Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival,PUBPOL,374,Lecture,01,3546,6,26,76.92307692307693,6/27/2021 6:35:06 PM
Research Seminar in Sexual and Gender Minority Health,PUBPOL,378S,SEM,01,11210,5,15,66.66666666666666,6/27/2021 6:35:08 PM
Refugee Policy and Practice (DukeImmerse),PUBPOL,382S,SEM,01,8767,18,18,0.0,6/27/2021 6:35:11 PM
Documenting Black Experiences,PUBPOL,387S,SEM,01,3154,1,14,92.85714285714286,6/27/2021 6:35:13 PM
Small Town USA: Local Collaborations,PUBPOL,389S,SEM,01,3134,1,15,93.33333333333333,6/27/2021 6:35:15 PM
Independent Study,PUBPOL,391,IND,01,2834,0,1,100.0,6/27/2021 6:35:18 PM
Independent Study,PUBPOL,391,IND,03,2835,0,1,100.0,6/27/2021 6:35:21 PM
Independent Study,PUBPOL,391,IND,04,2836,1,1,0.0,6/27/2021 6:35:23 PM
Independent Study,PUBPOL,391,IND,06,2837,1,1,0.0,6/27/2021 6:35:26 PM
Independent Study,PUBPOL,391,IND,07,2838,1,1,0.0,6/27/2021 6:35:28 PM
Independent Study,PUBPOL,391,IND,09,2839,1,1,0.0,6/27/2021 6:35:30 PM
Independent Study,PUBPOL,391,IND,11,2840,1,1,0.0,6/27/2021 6:35:33 PM
Independent Study,PUBPOL,391,IND,23,2841,1,1,0.0,6/27/2021 6:35:35 PM
Research Independent Study,PUBPOL,393,IND,01,2842,0,1,100.0,6/27/2021 6:35:38 PM
Research Independent Study,PUBPOL,393,IND,02,2843,0,1,100.0,6/27/2021 6:35:40 PM
Research Independent Study,PUBPOL,393,IND,03,2844,0,1,100.0,6/27/2021 6:35:43 PM
Research Independent Study,PUBPOL,393,IND,04,2845,1,1,0.0,6/27/2021 6:35:45 PM
Research Independent Study,PUBPOL,393,IND,05,2846,0,1,100.0,6/27/2021 6:35:48 PM
Research Independent Study,PUBPOL,393,IND,06,2847,1,1,0.0,6/27/2021 6:35:50 PM
Children and the Experience of Illness,PUBPOL,395S,SEM,01,3129,0,12,100.0,6/27/2021 6:35:52 PM
Capstone Course for Certificate in Civic Engagement and Social Change: Lives of Civic Engagement,PUBPOL,401S,SEM,01,8771,12,18,33.33333333333333,6/27/2021 6:35:55 PM
Multidisciplinary Approaches to Contemporary Children's Issues,PUBPOL,420S,SEM,01,2957,11,15,26.666666666666668,6/27/2021 6:35:57 PM
Global Inequality Research Seminar,PUBPOL,435S,SEM,02,11793,0,15,100.0,6/27/2021 6:36:00 PM
Building a Sustainable Tomorrow,PUBPOL,473SD,SEM,001,10843,6,10,40.0,6/27/2021 6:36:02 PM
Building a Sustainable Tomorrow,PUBPOL,473SD,Discussion,01D,10857,6,10,40.0,6/27/2021 6:36:04 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,01,2848,0,1,100.0,6/27/2021 6:36:07 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,02,2849,0,1,100.0,6/27/2021 6:36:09 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,03,2850,0,1,100.0,6/27/2021 6:36:12 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,04,2851,0,1,100.0,6/27/2021 6:36:14 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,05,2852,1,1,0.0,6/27/2021 6:36:16 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,06,2853,1,1,0.0,6/27/2021 6:36:19 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,07,2854,1,1,0.0,6/27/2021 6:36:21 PM
Honors Project: Research Independent Study,PUBPOL,494,IND,08,2855,1,1,0.0,6/27/2021 6:36:24 PM
Honors Seminar,PUBPOL,495S,SEM,01,9030,1,15,93.33333333333333,6/27/2021 6:36:26 PM
Honors Seminar,PUBPOL,495S,SEM,02,9031,0,15,100.0,6/27/2021 6:36:28 PM
Honors Seminar,PUBPOL,495S,SEM,03,11505,1,15,93.33333333333333,6/27/2021 6:36:31 PM
Honors Seminar,PUBPOL,495S,SEM,04,11506,4,15,73.33333333333333,6/27/2021 6:36:33 PM
Honors Seminar,PUBPOL,495S,SEM,05,11853,14,15,6.666666666666667,6/27/2021 6:36:36 PM
First-Year Seminar,RELIGION,89S,SEM,01,4065,1,15,93.33333333333333,6/27/2021 6:36:58 PM
Buddhism,RELIGION,120,Lecture,01,7156,8,20,60.0,6/27/2021 6:37:00 PM
The Old Testament/Hebrew Bible,RELIGION,145,Lecture,01,7157,39,45,13.333333333333334,6/27/2021 6:37:02 PM
"Hinduism and Judaism: Culture, Religion, and Identity",RELIGION,216S,SEM,01,7158,4,18,77.77777777777779,6/27/2021 6:37:05 PM
Intermediate Sanskrit,RELIGION,222,Lecture,01,11575,18,20,10.0,6/27/2021 6:37:07 PM
Muhammad: The Prophet of Islam,RELIGION,223S,SEM,01,7727,8,18,55.55555555555556,6/27/2021 6:37:10 PM
Dance and Dance Theater of Asia,RELIGION,241,Lecture,01,5745,0,10,100.0,6/27/2021 6:37:12 PM
Religion and Sport,RELIGION,249S,SEM,01,7159,0,18,100.0,6/27/2021 6:37:14 PM
Religion and the Novel in Modern India,RELIGION,258,Lecture,01,7160,27,45,40.0,6/27/2021 6:37:17 PM
Pilgrimage and Tourism,RELIGION,260,Lecture,01,3501,6,20,70.0,6/27/2021 6:37:19 PM
Medieval Christianity in Film and Fiction,RELIGION,261,Lecture,01,7161,35,45,22.22222222222222,6/27/2021 6:37:22 PM
The Transnational Realities of an Ancient Tradition,RELIGION,265,Lecture,01,9740,41,45,8.88888888888889,6/27/2021 6:37:24 PM
Spiritual But Not Religious,RELIGION,267,Lecture,01,7162,36,45,20.0,6/27/2021 6:37:26 PM
Religion and Film,RELIGION,268,Lecture,01,7163,0,45,100.0,6/27/2021 6:37:29 PM
Religion and Film,RELIGION,268,Lecture,02,7164,0,45,100.0,6/27/2021 6:37:31 PM
American Apocalypse: Beat Generation Spirituality,RELIGION,281,Lecture,01,7165,45,45,0.0,6/27/2021 6:37:33 PM
Special Topics in Religion,RELIGION,290S,SEM,01,7166,12,18,33.33333333333333,6/27/2021 6:37:36 PM
Independent Study,RELIGION,291,IND,01,7167,1,1,0.0,6/27/2021 6:37:38 PM
Independent Study,RELIGION,291,IND,02,7168,1,1,0.0,6/27/2021 6:37:40 PM
Independent Study,RELIGION,291,IND,03,7169,1,1,0.0,6/27/2021 6:37:43 PM
Independent Study,RELIGION,291,IND,04,7170,1,1,0.0,6/27/2021 6:37:45 PM
Independent Study,RELIGION,291,IND,05,7171,1,1,0.0,6/27/2021 6:37:47 PM
Independent Study,RELIGION,292,IND,01,7172,1,1,0.0,6/27/2021 6:37:50 PM
Independent Study,RELIGION,292,IND,02,7173,1,1,0.0,6/27/2021 6:37:52 PM
Independent Study,RELIGION,292,IND,03,7174,1,1,0.0,6/27/2021 6:37:54 PM
Independent Study,RELIGION,292,IND,04,7175,1,1,0.0,6/27/2021 6:37:57 PM
Independent Study,RELIGION,292,IND,05,7176,1,1,0.0,6/27/2021 6:37:59 PM
Research Independent Study,RELIGION,293,IND,01,7177,1,1,0.0,6/27/2021 6:38:01 PM
Research Independent Study,RELIGION,293,IND,02,7178,1,1,0.0,6/27/2021 6:38:04 PM
Research Independent Study,RELIGION,293,IND,03,7179,1,1,0.0,6/27/2021 6:38:06 PM
Research Independent Study,RELIGION,293,IND,04,7180,1,1,0.0,6/27/2021 6:38:08 PM
Research Independent Study,RELIGION,293,IND,05,7181,1,1,0.0,6/27/2021 6:38:11 PM
Research Independent Study,RELIGION,294,IND,01,7182,1,1,0.0,6/27/2021 6:38:13 PM
Research Independent Study,RELIGION,294,IND,02,7183,1,1,0.0,6/27/2021 6:38:15 PM
Research Independent Study,RELIGION,294,IND,03,7184,1,1,0.0,6/27/2021 6:38:18 PM
Research Independent Study,RELIGION,294,IND,04,7185,1,1,0.0,6/27/2021 6:38:20 PM
Research Independent Study,RELIGION,294,IND,05,7186,1,1,0.0,6/27/2021 6:38:22 PM
"Tibetan Buddhism: Culture, Ethics, Philosophy and Practice",RELIGION,327S,SEM,01,7187,15,18,16.666666666666664,6/27/2021 6:38:25 PM
The Holocaust,RELIGION,342,Lecture,01,7116,24,50,52.0,6/27/2021 6:38:27 PM
Non-Canonical Gospels,RELIGION,350S,SEM,01,7188,9,18,50.0,6/27/2021 6:38:29 PM
Jesus in Film,RELIGION,360,Lecture,01,7189,26,45,42.22222222222222,6/27/2021 6:38:32 PM
Understanding the Qur'an,RELIGION,370S,SEM,01,7190,12,18,33.33333333333333,6/27/2021 6:38:34 PM
"Muslim Philosophy and Theology, an introduction",RELIGION,374S,SEM,01,7191,14,18,22.22222222222222,6/27/2021 6:38:36 PM
Islamic Civilization I,RELIGION,375,Lecture,01,7192,34,45,24.444444444444443,6/27/2021 6:38:39 PM
Islamic Media,RELIGION,379S,SEM,01,6655,9,14,35.714285714285715,6/27/2021 6:38:41 PM
Islamic Media,RELIGION,379S,SEM,02,11547,4,4,0.0,6/27/2021 6:38:44 PM
Independent Study,RELIGION,391,IND,01,7193,1,1,0.0,6/27/2021 6:38:46 PM
Independent Study,RELIGION,391,IND,02,7194,1,1,0.0,6/27/2021 6:38:48 PM
Independent Study,RELIGION,391,IND,03,7195,1,1,0.0,6/27/2021 6:38:51 PM
Independent Study,RELIGION,391,IND,04,7196,1,1,0.0,6/27/2021 6:38:53 PM
Independent Study,RELIGION,391,IND,05,7197,1,1,0.0,6/27/2021 6:38:55 PM
Independent Study,RELIGION,392,IND,01,7198,1,1,0.0,6/27/2021 6:38:58 PM
Independent Study,RELIGION,392,IND,02,7199,1,1,0.0,6/27/2021 6:39:00 PM
Independent Study,RELIGION,392,IND,03,7200,1,1,0.0,6/27/2021 6:39:02 PM
Independent Study,RELIGION,392,IND,04,7201,1,1,0.0,6/27/2021 6:39:05 PM
Independent Study,RELIGION,392,IND,05,7202,1,1,0.0,6/27/2021 6:39:07 PM
Research Independent Study,RELIGION,393,IND,01,7203,1,1,0.0,6/27/2021 6:39:09 PM
Research Independent Study,RELIGION,393,IND,02,7204,1,1,0.0,6/27/2021 6:39:12 PM
Research Independent Study,RELIGION,393,IND,03,7205,1,1,0.0,6/27/2021 6:39:14 PM
Research Independent Study,RELIGION,393,IND,04,7206,1,1,0.0,6/27/2021 6:39:16 PM
Research Independent Study,RELIGION,393,IND,05,7207,1,1,0.0,6/27/2021 6:39:19 PM
Research Independent Study,RELIGION,394,IND,01,7208,1,1,0.0,6/27/2021 6:39:21 PM
Research Independent Study,RELIGION,394,IND,02,7209,1,1,0.0,6/27/2021 6:39:23 PM
Research Independent Study,RELIGION,394,IND,03,7210,1,1,0.0,6/27/2021 6:39:26 PM
Research Independent Study,RELIGION,394,IND,04,7211,1,1,0.0,6/27/2021 6:39:28 PM
Research Independent Study,RELIGION,394,IND,05,7212,1,1,0.0,6/27/2021 6:39:30 PM
Honors Research,RELIGION,493,IND,01,7213,1,1,0.0,6/27/2021 6:39:33 PM
Honors Research,RELIGION,493,IND,02,7214,1,1,0.0,6/27/2021 6:39:35 PM
Honors Research,RELIGION,493,IND,03,7215,1,1,0.0,6/27/2021 6:39:37 PM
Honors Research,RELIGION,493,IND,04,7216,1,1,0.0,6/27/2021 6:39:40 PM
Honors Research,RELIGION,493,IND,05,7217,1,1,0.0,6/27/2021 6:39:42 PM
Honors Research,RELIGION,494,IND,01,7218,0,1,100.0,6/27/2021 6:39:44 PM
Honors Research,RELIGION,494,IND,02,7219,0,1,100.0,6/27/2021 6:39:47 PM
Honors Research,RELIGION,494,IND,03,7220,1,1,0.0,6/27/2021 6:39:49 PM
Honors Research,RELIGION,494,IND,04,7221,0,1,100.0,6/27/2021 6:39:51 PM
Honors Research,RELIGION,494,IND,05,7222,0,1,100.0,6/27/2021 6:39:54 PM
Honors Research,RELIGION,494,IND,06,7223,1,1,0.0,6/27/2021 6:39:56 PM
Honors Research,RELIGION,494,IND,07,7224,1,1,0.0,6/27/2021 6:39:58 PM
Honors Research,RELIGION,494,IND,08,7225,1,1,0.0,6/27/2021 6:40:01 PM
Honors Research,RELIGION,494,IND,09,7226,1,1,0.0,6/27/2021 6:40:03 PM
Honors Research,RELIGION,494,IND,10,7227,1,1,0.0,6/27/2021 6:40:05 PM
Introduction to Human Rights: Gateway for the Human Rights Certificate,RIGHTS,104,Lecture,01,7733,3,25,88.0,6/27/2021 6:40:23 PM
Introduction to Human Rights: Gateway for the Human Rights Certificate,RIGHTS,104,Lecture,02,7737,1,5,80.0,6/27/2021 6:40:25 PM
Gateway Seminar: Cold War America,RIGHTS,156S,SEM,01,7084,6,18,66.66666666666666,6/27/2021 6:40:27 PM
Gateway Seminar: Civil Rights and Asian Americans,RIGHTS,183S,SEM,01,7091,3,18,83.33333333333334,6/27/2021 6:40:30 PM
Social Inequality,RIGHTS,211,Lecture,01,4371,3,35,91.42857142857143,6/27/2021 6:40:32 PM
United States Environmental Policy,RIGHTS,213D,Lecture,001,9965,5,30,83.33333333333334,6/27/2021 6:40:34 PM
United States Environmental Policy,RIGHTS,213D,Discussion,01D,9966,5,30,83.33333333333334,6/27/2021 6:40:37 PM
Sociology of Racism in America,RIGHTS,215,Lecture,01,4374,18,35,48.57142857142857,6/27/2021 6:40:39 PM
Conflict Analysis in Africa (Case Studies),RIGHTS,218S,SEM,01,5540,1,18,94.44444444444444,6/27/2021 6:40:42 PM
"War, Slavery, and Revolution in the Caribbean, 1700-1800",RIGHTS,219,Lecture,01,7122,9,10,10.0,6/27/2021 6:40:44 PM
History of Political Nonviolence,RIGHTS,238S,SEM,01,7101,4,18,77.77777777777779,6/27/2021 6:40:46 PM
The Holocaust,RIGHTS,297,Lecture,01,7118,24,50,52.0,6/27/2021 6:40:49 PM
Business and Human Rights Advocacy Lab,RIGHTS,301S,SEM,01,8750,0,12,100.0,6/27/2021 6:40:51 PM
De/Re/Segregation in Education: A Case of Back to the Future?,RIGHTS,303S,SEM,01,5153,0,18,100.0,6/27/2021 6:40:53 PM
White People: In Anthropological Perspective,RIGHTS,305S,SEM,01,5549,3,18,83.33333333333334,6/27/2021 6:40:56 PM
War and Public Health in Africa,RIGHTS,312,Lecture,01,10312,3,18,83.33333333333334,6/27/2021 6:40:58 PM
"Imagining Human Rights: Science Fiction, Culture, and the Creation of Rights",RIGHTS,314S,SEM,01,10801,0,15,100.0,6/27/2021 6:41:01 PM
"Imagining Human Rights: Science Fiction, Culture, and the Creation of Rights",RIGHTS,314S,SEM,02,10806,0,1,100.0,6/27/2021 6:41:03 PM
Engineering Sustainable Design and the Global Community: Structural Focus,RIGHTS,315-20,Lecture,01,8407,16,20,20.0,6/27/2021 6:41:05 PM
Engineering Sustainable Design and the Global Community: Structural Focus,RIGHTS,315-20,Lecture,02,8410,9,10,10.0,6/27/2021 6:41:08 PM
Engineering Sustainable Design and the Global Community: Environmental Focus,RIGHTS,315-60,Lecture,01,8413,13,20,35.0,6/27/2021 6:41:10 PM
Engineering Sustainable Design and the Global Community: Environmental Focus,RIGHTS,315-60,Lecture,02,8416,8,10,20.0,6/27/2021 6:41:12 PM
Veterans Oral History Project,RIGHTS,317S,SEM,01,3140,1,15,93.33333333333333,6/27/2021 6:41:15 PM
Social Movements and Social Media,RIGHTS,323S,SEM,01,6164,0,18,100.0,6/27/2021 6:41:17 PM
Politics in Violence,RIGHTS,329S,SEM,01,6107,1,18,94.44444444444444,6/27/2021 6:41:20 PM
Global Health Ethics: Policy Choice as Value Conflict,RIGHTS,330,Lecture,01,5983,6,45,86.66666666666667,6/27/2021 6:41:22 PM
Prisoner's Dilemma and Distributive Justice,RIGHTS,331,Lecture,01,6110,5,56,91.07142857142857,6/27/2021 6:41:24 PM
Prisoner's Dilemma and Distributive Justice,RIGHTS,331,Lecture,02,6113,5,40,87.5,6/27/2021 6:41:27 PM
Prisoner's Dilemma and Distributive Justice,RIGHTS,331,Lecture,03,11852,21,25,16.0,6/27/2021 6:41:29 PM
"Farmworkers in North Carolina: Roots of Poverty, Roots of Change",RIGHTS,332S,SEM,01,3150,2,15,86.66666666666667,6/27/2021 6:41:32 PM
The University as a Culture: A Survivor's Guide,RIGHTS,347S,SEM,01,5881,4,15,73.33333333333333,6/27/2021 6:41:34 PM
Documenting Black Experiences,RIGHTS,350S,SEM,01,3156,1,14,92.85714285714286,6/27/2021 6:41:36 PM
"Money, Sex, Power",RIGHTS,361,Lecture,01,5179,0,15,100.0,6/27/2021 6:41:39 PM
News as a Moral Battleground,RIGHTS,371,Lecture,01,3083,0,15,100.0,6/27/2021 6:41:41 PM
News as a Moral Battleground,RIGHTS,371,Lecture,02,3087,1,10,90.0,6/27/2021 6:41:43 PM
The Spanish Civil War in History and Literature,RIGHTS,373S,SEM,01,9496,5,15,66.66666666666666,6/27/2021 6:41:46 PM
Global Health Ethics in Research,RIGHTS,375,Lecture,01,11441,9,40,77.5,6/27/2021 6:41:48 PM
Family Rights/Human Rights,RIGHTS,389S,SEM,01,7149,3,18,83.33333333333334,6/27/2021 6:41:50 PM
Identity and Linguistic Rights in the Spanish Speaking Americas,RIGHTS,409S,SEM,01,9489,7,12,41.66666666666667,6/27/2021 6:41:53 PM
Popular Culture and Political Repression in Spain and Latin America,RIGHTS,432S,SEM,01,9427,1,15,93.33333333333333,6/27/2021 6:41:55 PM
Global Inequality Research Seminar,RIGHTS,444S,SEM,02,11798,0,15,100.0,6/27/2021 6:41:58 PM
Capstone: Research in Human Rights,RIGHTS,470S,SEM,01,10854,10,18,44.44444444444444,6/27/2021 6:42:01 PM
First Year Seminar in Romance Studies,ROMST,89S,SEM,01,9481,0,18,100.0,6/27/2021 6:42:16 PM
What Is Europe?,ROMST,201,Lecture,01,9465,1,21,95.23809523809523,6/27/2021 6:42:18 PM
What is Europe?: Preceptorial,ROMST,201P,PRC,01P,9470,10,10,0.0,6/27/2021 6:42:20 PM
What is Europe?: Preceptorial,ROMST,201P,PRC,02P,9471,11,11,0.0,6/27/2021 6:42:23 PM
Virtual Realities: Collective Dreams from Plato to Cyberspace,ROMST,266S,SEM,01,7753,2,18,88.88888888888889,6/27/2021 6:42:25 PM
Sample & Remix: Contemporary Cultural Production Across Arts & Media,ROMST,322,Lecture,01,7775,2,30,93.33333333333333,6/27/2021 6:42:27 PM
Undocumented America in Literature,ROMST,330S,SEM,01,5091,5,12,58.333333333333336,6/27/2021 6:42:30 PM
America from Abroad: Literature and Cinema,ROMST,337,Lecture,01,9497,0,30,100.0,6/27/2021 6:42:32 PM
America from Abroad: Literature and Cinema Preceptorial,ROMST,337P,PRC,01P,11809,7,10,30.0,6/27/2021 6:42:34 PM
Independent Study,ROMST,391,IND,01,2904,1,1,0.0,6/27/2021 6:42:37 PM
Research Independent Study,ROMST,393,IND,01,2905,1,1,0.0,6/27/2021 6:42:39 PM
Research Independent Study,ROMST,393,IND,02,2906,1,1,0.0,6/27/2021 6:42:41 PM
Music History and Politics in Contemporary Africa,ROMST,430,Lecture,01,9517,12,18,33.33333333333333,6/27/2021 6:42:44 PM
Music History and Politics in Contemporary Africa Preceptorial,ROMST,430P,PRC,01P,9512,18,18,0.0,6/27/2021 6:42:46 PM
Elementary Russian II,RUSSIAN,102,Lecture,01,4402,12,16,25.0,6/27/2021 5:32:20 PM
Elementary Russian II,RUSSIAN,102,Lecture,02,4403,8,16,50.0,6/27/2021 5:32:22 PM
Elementary Russian II,RUSSIAN,102,Lecture,03,12026,0,1,100.0,6/27/2021 5:32:25 PM
Intensive Russian,RUSSIAN,111,Lecture,01,10299,1,8,87.5,6/27/2021 5:32:27 PM
Intermediate Russian II,RUSSIAN,204,Lecture,01,4404,10,16,37.5,6/27/2021 5:32:30 PM
Directing,RUSSIAN,255S,SEM,01,9733,3,12,75.0,6/27/2021 5:32:32 PM
Contemporary Russian Composition and Readings,RUSSIAN,302S,SEM,01,4405,7,10,30.0,6/27/2021 5:32:34 PM
Russian Short Fiction,RUSSIAN,316,Lecture,01,10302,7,16,56.25,6/27/2021 5:32:37 PM
Russian Short Fiction,RUSSIAN,316,Lecture,02,10303,19,20,5.0,6/27/2021 5:32:39 PM
Follow the Ruble: Money in Russian Literature and Culture,RUSSIAN,318,Lecture,01,4406,4,16,75.0,6/27/2021 5:32:42 PM
Follow the Ruble: Money in Russian Literature and Culture,RUSSIAN,318,Lecture,02,10300,18,20,10.0,6/27/2021 5:32:44 PM
Dostoevsky,RUSSIAN,323,Lecture,01,4407,5,16,68.75,6/27/2021 5:32:46 PM
Dostoevsky,RUSSIAN,323,Lecture,02,10304,19,20,5.0,6/27/2021 5:32:49 PM
End of Russian Socialism: History of Perestroika,RUSSIAN,352,Lecture,01,7113,35,40,12.5,6/27/2021 5:32:51 PM
The Russian Empire,RUSSIAN,356,Lecture,01,4423,15,18,16.666666666666664,6/27/2021 5:32:54 PM
Languages of the World,RUSSIAN,362,Lecture,01,4389,0,15,100.0,6/27/2021 5:32:56 PM
Languages of the World,RUSSIAN,362,Lecture,02,10291,1,15,93.33333333333333,6/27/2021 5:32:58 PM
Gender and Language,RUSSIAN,364,Lecture,01,4395,1,16,93.75,6/27/2021 5:33:01 PM
Global Russia,RUSSIAN,399,Lecture,01,11864,9,16,43.75,6/27/2021 5:33:03 PM
Global Russia,RUSSIAN,399,Lecture,02,11868,18,20,10.0,6/27/2021 5:33:05 PM
"Advanced Russian: Readings, Translation, and Syntax",RUSSIAN,402,Lecture,01,4409,3,8,62.5,6/27/2021 5:33:08 PM
Soviet Life through the Camera's Lens,RUSSIAN,433S,SEM,01,10305,10,16,37.5,6/27/2021 5:33:10 PM
Research Independent Study,RUSSIAN,494,IND,01,11787,0,1,100.0,6/27/2021 5:33:13 PM
Research Independent Study,RUSSIAN,494,IND,02,11788,0,1,100.0,6/27/2021 5:33:15 PM
Research Independent Study,RUSSIAN,494,IND,03,11789,1,1,0.0,6/27/2021 5:33:17 PM
Elementary Russian II,RUSSIAN,102,Lecture,01,4402,12,16,25.0,6/27/2021 6:29:21 PM
Elementary Russian II,RUSSIAN,102,Lecture,02,4403,8,16,50.0,6/27/2021 6:29:24 PM
Elementary Russian II,RUSSIAN,102,Lecture,03,12026,0,1,100.0,6/27/2021 6:29:27 PM
Intensive Russian,RUSSIAN,111,Lecture,01,10299,1,8,87.5,6/27/2021 6:29:29 PM
Intermediate Russian II,RUSSIAN,204,Lecture,01,4404,10,16,37.5,6/27/2021 6:29:32 PM
Directing,RUSSIAN,255S,SEM,01,9733,3,12,75.0,6/27/2021 6:29:34 PM
Contemporary Russian Composition and Readings,RUSSIAN,302S,SEM,01,4405,7,10,30.0,6/27/2021 6:29:37 PM
Russian Short Fiction,RUSSIAN,316,Lecture,01,10302,7,16,56.25,6/27/2021 6:29:39 PM
Russian Short Fiction,RUSSIAN,316,Lecture,02,10303,19,20,5.0,6/27/2021 6:29:42 PM
Follow the Ruble: Money in Russian Literature and Culture,RUSSIAN,318,Lecture,01,4406,4,16,75.0,6/27/2021 6:29:44 PM
Follow the Ruble: Money in Russian Literature and Culture,RUSSIAN,318,Lecture,02,10300,18,20,10.0,6/27/2021 6:29:47 PM
Dostoevsky,RUSSIAN,323,Lecture,01,4407,5,16,68.75,6/27/2021 6:29:49 PM
Dostoevsky,RUSSIAN,323,Lecture,02,10304,19,20,5.0,6/27/2021 6:29:51 PM
End of Russian Socialism: History of Perestroika,RUSSIAN,352,Lecture,01,7113,35,40,12.5,6/27/2021 6:29:54 PM
The Russian Empire,RUSSIAN,356,Lecture,01,4423,15,18,16.666666666666664,6/27/2021 6:29:56 PM
Languages of the World,RUSSIAN,362,Lecture,01,4389,0,15,100.0,6/27/2021 6:29:59 PM
Languages of the World,RUSSIAN,362,Lecture,02,10291,1,15,93.33333333333333,6/27/2021 6:30:01 PM
Gender and Language,RUSSIAN,364,Lecture,01,4395,1,16,93.75,6/27/2021 6:30:04 PM
Global Russia,RUSSIAN,399,Lecture,01,11864,9,16,43.75,6/27/2021 6:30:06 PM
Global Russia,RUSSIAN,399,Lecture,02,11868,18,20,10.0,6/27/2021 6:30:08 PM
"Advanced Russian: Readings, Translation, and Syntax",RUSSIAN,402,Lecture,01,4409,3,8,62.5,6/27/2021 6:30:11 PM
Soviet Life through the Camera's Lens,RUSSIAN,433S,SEM,01,10305,10,16,37.5,6/27/2021 6:30:13 PM
Research Independent Study,RUSSIAN,494,IND,01,11787,0,1,100.0,6/27/2021 6:30:16 PM
Research Independent Study,RUSSIAN,494,IND,02,11788,0,1,100.0,6/27/2021 6:30:18 PM
Research Independent Study,RUSSIAN,494,IND,03,11789,1,1,0.0,6/27/2021 6:30:21 PM
Introduction to the United States Health Care System,SCISOC,165,Lecture,01,9060,0,35,100.0,6/27/2021 5:33:32 PM
Introduction to the United States Health Care System,SCISOC,165,Lecture,02,9061,0,1,100.0,6/27/2021 5:33:35 PM
"Stigma, Mental Illness and Ethnicity: From News Media and Pop Culture to Policy and Back",SCISOC,210S,SEM,01,10202,9,18,50.0,6/27/2021 5:33:37 PM
